ID,item_cnt_month
0,0.47773355
1,0.13824302
2,0.8388046
3,0.16066393
4,0.13824302
5,0.4981013
6,0.998181
7,0.13646188
8,1.1844077
9,0.13824302
10,2.6475327
11,0.2141577
12,0.13824302
13,0.37575823
14,1.3645433
15,2.5376146
16,0.13824302
17,0.13896185
18,1.4287909
19,0.13824302
20,0.67326885
21,0.13824302
22,0.5796697
23,0.790197
24,1.4964557
25,0.13824302
26,0.13824302
27,0.46810606
28,0.83901954
29,3.285368
30,0.44875067
31,0.13824302
32,0.38016647
33,0.5194939
34,0.13824302
35,0.13824302
36,0.13896185
37,0.50004256
38,0.21764618
39,0.13554527
40,0.57865256
41,0.7965045
42,2.9269414
43,3.2088299
44,0.33870333
45,0.13824302
46,0.881547
47,0.20330761
48,0.23878877
49,0.9565617
50,1.3714983
51,0.2141577
52,0.7353802
53,0.1692943
54,5.139595
55,2.4322886
56,2.5846438
57,2.2375622
58,4.599544
59,3.409167
60,4.8126245
61,0.48090237
62,0.3231701
63,0.40844047
64,0.13824302
65,0.13824302
66,0.7198164
67,0.13824302
68,0.33870333
69,0.123568475
70,0.13824302
71,2.1070392
72,0.50626326
73,0.99594533
74,0.13824302
75,0.13824302
76,0.42940313
77,0.13824302
78,0.2649848
79,0.5483264
80,0.9247521
81,3.1100047
82,0.7625681
83,0.19290376
84,0.81293786
85,1.1037959
86,0.61539066
87,0.123568475
88,3.0660706
89,1.3302745
90,0.8291944
91,0.42940313
92,2.164087
93,0.16066393
94,0.22833142
95,0.13824302
96,0.13824302
97,0.43221635
98,0.6123954
99,1.5692736
100,0.79272246
101,0.7775785
102,0.19827206
103,0.42940313
104,0.12904707
105,0.13824302
106,0.13824302
107,0.71049905
108,0.13896185
109,0.13824302
110,0.18891837
111,0.13824302
112,0.13824302
113,0.13824302
114,0.24356578
115,0.23973297
116,0.13824302
117,0.14461495
118,10.372418
119,0.13441992
120,0.13824302
121,0.12605196
122,0.3918854
123,0.5309689
124,0.55615747
125,1.2604356
126,0.13824302
127,0.13824302
128,0.13824302
129,0.2141577
130,0.42940313
131,0.13824302
132,0.42940313
133,3.6683328
134,0.123568475
135,0.42940313
136,0.2141577
137,0.13824302
138,0.93080497
139,0.13824302
140,0.22161719
141,0.46237946
142,0.14461495
143,0.2141577
144,0.13824302
145,0.13824302
146,0.13824302
147,0.16212118
